name,uni_roll,branch
Shawn Harrell,UNI038449,ME
Gary Pennington,UNI038450,PHM
Drew Davis,UNI038451,ME
Austin Lee,UNI038452,ECE
Dana Young,UNI038453,PHM
Brenda French,UNI038454,CE
Chad Rhodes,UNI038455,CHE
Lisa Walton MD,UNI038456,CSE
Joseph Woods,UNI038457,ECE
Antonio Jones,UNI038458,EE
Theresa Allen,UNI038459,CHE
Matthew Palmer,UNI038460,CE
Charles Jacobs,UNI038461,CSE
Kevin Anderson,UNI038462,CHE
Lawrence Santos,UNI038463,PHM
Robert Williams,UNI038464,BT
Sarah Nelson,UNI038465,CE
Angela Cooper,UNI038466,CE
Steven Meyer,UNI038467,ECE
Zachary Patterson,UNI038468,CE
Christina Hall,UNI038469,BT
Matthew Ray,UNI038470,ECE
Daniel Harris,UNI038471,BT
Sabrina Graves,UNI038472,EE
David Casey,UNI038473,EE
Lisa Young,UNI038474,CE
Kenneth Black,UNI038475,ME
Carlos Nichols,UNI038476,CSE
Matthew Taylor,UNI038477,ECE
Maria Ortega,UNI038478,EE
Danielle Johnson,UNI038479,ME
Gary Blair,UNI038480,CE
Penny Keller,UNI038481,CE
Elizabeth Stevens,UNI038482,ECE
Dylan Anderson,UNI038483,CHE
Aaron Thomas,UNI038484,CE
Glenda Dickson,UNI038485,EE
Mary Lawson DDS,UNI038486,ME
Derek Dixon,UNI038487,ME
David Frost,UNI038488,CSE
John Miller,UNI038489,BT
Daniel Douglas,UNI038490,ECE
Joseph Clark,UNI038491,ECE
Julia Price,UNI038492,PHM
Ryan Walker,UNI038493,CE
Caleb Casey,UNI038494,EE
Tyler Lewis,UNI038495,ME
Benjamin Anderson,UNI038496,CSE
Tabitha Franklin,UNI038497,ME
Michele Daniel,UNI038498,EE
Steven Smith,UNI038499,PHM
Cassandra Johnson,UNI038500,ECE
Joshua Castillo,UNI038501,CHE
Jackie Clark,UNI038502,BT
Charles Cannon,UNI038503,PHM
Sean James,UNI038504,CHE
Douglas Kaufman,UNI038505,ECE
Evan Whitaker PhD,UNI038506,CE
Alexandria Wallace,UNI038507,PHM
Louis Rodriguez,UNI038508,ME
Crystal Garza,UNI038509,ECE
Tim Wood,UNI038510,EE
Ashley Morris,UNI038511,CSE
Susan Matthews,UNI038512,PHM
Douglas Patterson,UNI038513,BT
Lauren White,UNI038514,CE
Becky Wells,UNI038515,CHE
Elizabeth Lozano,UNI038516,BT
Robert Baker,UNI038517,BT
Richard Cisneros,UNI038518,CE
Larry Knight,UNI038519,PHM
Sara Johnson,UNI038520,PHM
Becky Marshall,UNI038521,CE
Jennifer York,UNI038522,CHE
Linda Johns,UNI038523,PHM
Jessica Garcia,UNI038524,CHE
Jamie Lopez,UNI038525,CE
Timothy Small,UNI038526,ME
Curtis Thomas,UNI038527,CSE
Nathan Mitchell,UNI038528,ECE
Jane Bonilla,UNI038529,EE
Mr. Tommy Rivera,UNI038530,BT
Noah Hickman,UNI038531,CE
Katherine Nicholson,UNI038532,CE
Alicia Gray,UNI038533,EE
David Kennedy,UNI038534,CSE
Mark Moody,UNI038535,PHM
Kathleen Chambers,UNI038536,PHM
Jeffrey Price,UNI038537,BT
Mark Snyder,UNI038538,CE
Daniel Ellis,UNI038539,ME
Monica Wheeler,UNI038540,CHE
Renee Scott,UNI038541,CSE
Andrew Hall,UNI038542,CSE
William Hood,UNI038543,ECE
Matthew Vaughn,UNI038544,CSE
Mark Fry,UNI038545,ECE
Krista Petersen,UNI038546,ECE
Tyler Palmer,UNI038547,PHM
John Gallegos,UNI038548,ME
Tami Mueller,UNI038549,EE
Dustin Ross,UNI038550,CE
Sharon Melton,UNI038551,EE
Grant Washington,UNI038552,ME
Karen Marshall,UNI038553,EE
Justin Lopez,UNI038554,EE
Matthew Wall,UNI038555,CSE
Kimberly Mays,UNI038556,PHM
Allison Rodriguez,UNI038557,EE
Evelyn Bailey,UNI038558,PHM
Anna Price,UNI038559,EE
Stephanie Lopez,UNI038560,CHE
Diane Montes,UNI038561,PHM
Wyatt Walls,UNI038562,CHE
Michael Graham,UNI038563,PHM
Roy Sanders,UNI038564,PHM
Lisa Baker,UNI038565,ME
Sarah Adams,UNI038566,PHM
Jessica Garcia,UNI038567,ECE
Joseph Wiley,UNI038568,PHM
Deborah Thomas,UNI038569,ME
Michael Hernandez DDS,UNI038570,ECE
John Harvey,UNI038571,PHM
James Khan,UNI038572,EE
Patricia Galloway,UNI038573,EE
Lawrence Conley,UNI038574,CHE
Eric Gill,UNI038575,CE
Billy Sosa,UNI038576,PHM
David Moreno,UNI038577,PHM
Jessica Kelly,UNI038578,BT
Ashley Stone,UNI038579,BT
Chad Velez,UNI038580,CE
Joshua Hernandez,UNI038581,CHE
Linda Monroe,UNI038582,BT
Alyssa Gray,UNI038583,CHE
James Meadows,UNI038584,CHE
William Roy,UNI038585,ME
Robert Serrano,UNI038586,CHE
Brian Knight,UNI038587,ME
Nicole Collins,UNI038588,ECE
Kristin Smith,UNI038589,CHE
Wendy Pineda,UNI038590,CE
Raymond Anderson PhD,UNI038591,ECE
Sarah Newton,UNI038592,CSE
Mrs. Kathleen Moore DDS,UNI038593,ME
Brianna Salazar,UNI038594,EE
Alejandra Campbell,UNI038595,EE
Christopher Randolph,UNI038596,CE
Tracy Hudson,UNI038597,ME
Pamela Rivas,UNI038598,PHM
Spencer Keith,UNI038599,CE
Ellen Cooley,UNI038600,ECE
Victoria Nicholson,UNI038601,CE
Hannah Davis,UNI038602,EE
Paul Choi,UNI038603,CSE
James Wright,UNI038604,CHE
Brittany Thomas,UNI038605,PHM
Jason Lynch,UNI038606,ME
Teresa Smith,UNI038607,ME
Charles Johnston,UNI038608,BT
Andrew Moore,UNI038609,CSE
Kathryn Meyer,UNI038610,ME
Mary Johnson PhD,UNI038611,PHM
Russell Fernandez,UNI038612,ECE
Robert Lawrence,UNI038613,BT
Amanda Rice,UNI038614,ME
Jill Ingram,UNI038615,ECE
Laura Schmidt,UNI038616,BT
Patrick Cole,UNI038617,EE
Heidi Arnold,UNI038618,PHM
Jeremy Tran,UNI038619,ME
Donna Hancock,UNI038620,CSE
Gregg Huynh,UNI038621,CE
Kelly Howard,UNI038622,ME
Andrea Gibson,UNI038623,ME
Christopher Black,UNI038624,EE
Christopher Martin,UNI038625,ECE
Michele Myers,UNI038626,PHM
Mason Castillo,UNI038627,BT
Jonathan Sanchez,UNI038628,CHE
Robert Bryant,UNI038629,ECE
Lindsey Sanford,UNI038630,ME
Willie Olson,UNI038631,PHM
Meghan Oneal,UNI038632,PHM
John Trevino,UNI038633,CSE
Tonya Hill MD,UNI038634,CHE
Luis Sullivan,UNI038635,ME
Lauren Kim,UNI038636,ME
Patricia Le,UNI038637,ECE
Nicole Watson,UNI038638,BT
Pamela Grant,UNI038639,PHM
Jennifer Perry,UNI038640,ECE
Robert Wells,UNI038641,CE
Robert Hayes,UNI038642,EE
Susan Wilson,UNI038643,CE
Melissa Garrison,UNI038644,ECE
Kenneth Richardson,UNI038645,BT
Brian Palmer,UNI038646,ECE
Mary Hunter,UNI038647,BT
James Gibbs,UNI038648,CE
Jonathan Knight,UNI038649,PHM
Martin Rubio,UNI038650,CE
Heather Matthews,UNI038651,PHM
Charles Fry,UNI038652,PHM
Catherine Reynolds,UNI038653,CE
James Oneill,UNI038654,CHE
Kendra Miller,UNI038655,CHE
Nicholas Conway,UNI038656,EE
Dorothy Jones,UNI038657,EE
Christopher Watson,UNI038658,CHE
Jacob Haley,UNI038659,EE
Jennifer Hanson,UNI038660,PHM
Bill Roach,UNI038661,PHM
Philip Lee,UNI038662,BT
Jamie Gonzales,UNI038663,CE
Connor Walker,UNI038664,ECE
Erin Young,UNI038665,CE
Megan Stanley,UNI038666,ME
Peter Jones,UNI038667,BT
Kelly Rollins,UNI038668,PHM
Thomas Atkins,UNI038669,CHE
Ryan Mclean,UNI038670,CE
Andrew Anderson,UNI038671,ECE
Sally Reed,UNI038672,ME
Joel Smith,UNI038673,CSE
Timothy Bell,UNI038674,CHE
Amanda Hampton,UNI038675,CSE
Shari Miller,UNI038676,BT
Richard Castillo,UNI038677,BT
Julie Salas,UNI038678,CSE
Kenneth Jones,UNI038679,CE
Amy Lang,UNI038680,PHM
Stephanie Stewart,UNI038681,EE
Kelly King,UNI038682,CE
Crystal Boyle,UNI038683,BT
Paula Wheeler,UNI038684,ECE
Jose Willis,UNI038685,PHM
Gerald Huerta,UNI038686,ME
Cody Hale,UNI038687,CSE
Brian Miller,UNI038688,PHM
Christina Jordan,UNI038689,CE
James Leon,UNI038690,ME
Jennifer Ortiz,UNI038691,ECE
Dr. Robert Madden MD,UNI038692,CE
John Schultz,UNI038693,EE
Nicholas Jones,UNI038694,CE
Joe Boyer,UNI038695,CSE
Anna Tanner,UNI038696,PHM
April Singh,UNI038697,CE
Matthew Chambers,UNI038698,PHM
Elizabeth Payne,UNI038699,EE
Daniel Gaines,UNI038700,CSE
Mary Johnson,UNI038701,ME
Randy Bennett,UNI038702,CSE
Thomas Green,UNI038703,ME
Zachary Hernandez,UNI038704,ECE
Daniel Kennedy,UNI038705,CSE
Robert Jenkins,UNI038706,ECE
Jason Cook,UNI038707,ECE
Victoria Adkins,UNI038708,EE
Kara White,UNI038709,ECE
Daniel Torres,UNI038710,BT
Elizabeth Sharp,UNI038711,ME
Jennifer Bautista,UNI038712,PHM
John Prince,UNI038713,PHM
Jonathan Mills,UNI038714,CE
William Tucker,UNI038715,EE
Sherry Irwin,UNI038716,BT
Brittney Guzman,UNI038717,EE
Lonnie Mclaughlin,UNI038718,EE
Lacey Rice,UNI038719,BT
Robert Wilson,UNI038720,ECE
Jose Russell,UNI038721,CSE
Jennifer Garcia,UNI038722,EE
John Clark,UNI038723,CSE
Michelle Griffin,UNI038724,ME
Earl Castro,UNI038725,PHM
Thomas Owens,UNI038726,PHM
Lucas Young,UNI038727,ME
Marc Shaw,UNI038728,ECE
Jason Gray,UNI038729,ME
Brett Cannon,UNI038730,CHE
Douglas Garner,UNI038731,CSE
Adrian Thompson,UNI038732,ME
Brittany Ortiz,UNI038733,ME
Dustin Davis,UNI038734,ECE
Michelle Pittman,UNI038735,ME
Tiffany Hayes,UNI038736,CSE
Benjamin Green,UNI038737,BT
Casey Cline,UNI038738,BT
Daniel Hart,UNI038739,CE
Matthew Jones,UNI038740,CHE
Samuel Pacheco,UNI038741,PHM
Marc Pena,UNI038742,CSE
Timothy Mason,UNI038743,CSE
Zoe Bright,UNI038744,CE
Lisa Porter,UNI038745,CSE
Rebecca Goodman,UNI038746,CHE
Julian Copeland,UNI038747,CHE
Kristen Gonzalez,UNI038748,ECE
Robin Ward,UNI038749,ME
Ryan Nelson,UNI038750,PHM
Barbara Greene,UNI038751,BT
Alexander Tyler,UNI038752,EE
Charles Chapman,UNI038753,CE
Matthew Clay,UNI038754,PHM
Amy Santana,UNI038755,ME
Natasha Wood,UNI038756,CHE
Kimberly Leonard,UNI038757,BT
Jessica Young,UNI038758,PHM
Jeremy White,UNI038759,EE
Linda Garcia,UNI038760,CHE
Matthew Perez,UNI038761,ECE
Alexander Harrison,UNI038762,EE
Rose Newman MD,UNI038763,PHM
Linda Wolf,UNI038764,BT
Andrea Miller,UNI038765,CHE
Jonathan Hogan,UNI038766,BT
Nicholas Raymond,UNI038767,EE
Jordan Ortiz,UNI038768,EE
Manuel Meyer,UNI038769,ME
Cassandra Rodriguez,UNI038770,ECE
Angela Norton DVM,UNI038771,ECE
Linda Wilson,UNI038772,BT
Jessica Brown,UNI038773,PHM
Christopher Bird,UNI038774,ECE
Victoria Mendoza,UNI038775,BT
Jeremiah Stewart,UNI038776,CHE
Joseph Coffey,UNI038777,ME
Michael Ferguson,UNI038778,EE
Kerry Molina,UNI038779,CSE
Shawn Vasquez,UNI038780,PHM
Steven Mcgee,UNI038781,CE
Samantha Maxwell,UNI038782,ECE
Amanda Mullins,UNI038783,BT
Richard Thompson,UNI038784,CE
Marc Ho,UNI038785,CE
Christina Fuller,UNI038786,CSE
Cody Powell,UNI038787,CE
Lindsey Stuart,UNI038788,ECE
Carrie Rodriguez,UNI038789,CSE
Nina Campbell,UNI038790,CSE
Justin Nelson,UNI038791,EE
Sean Jimenez,UNI038792,EE
Jessica Ruiz,UNI038793,PHM
Darlene Joyce,UNI038794,PHM
Steven Lucas,UNI038795,BT
Mr. Jonathan Walton,UNI038796,ME
Megan Sanchez,UNI038797,ECE
Linda Cruz,UNI038798,ECE
Matthew Spencer,UNI038799,CSE
Arthur Costa,UNI038800,ECE
Jonathan Walton,UNI038801,PHM
Michelle Smith MD,UNI038802,EE
Matthew Schmidt,UNI038803,CSE
Sharon Ramirez,UNI038804,CHE
Joseph Turner,UNI038805,ME
Alejandro Hubbard,UNI038806,PHM
Amy Mercado,UNI038807,CE
Nathan Richardson,UNI038808,BT
Thomas Holmes,UNI038809,PHM
Dr. Rebecca Roberson,UNI038810,ECE
Eric Dean,UNI038811,ECE
William Ortiz,UNI038812,ME
Brandon Adams,UNI038813,ECE
Dana Zimmerman,UNI038814,EE
John Moore,UNI038815,ME
Darren Torres,UNI038816,CSE
Catherine Bright,UNI038817,CHE
Russell Gardner,UNI038818,ECE
Alexander Ruiz,UNI038819,ME
Sarah Elliott,UNI038820,CHE
Cassandra Young,UNI038821,PHM
Luke Morris,UNI038822,PHM
Patricia Lopez,UNI038823,EE
Craig Sheppard,UNI038824,ME
Richard Koch,UNI038825,ECE
Savannah Smith,UNI038826,ME
Luis Cox,UNI038827,ECE
Mary Palmer,UNI038828,ME
Larry Cox,UNI038829,CE
Daniel Taylor,UNI038830,ME
Brittany Baker,UNI038831,CHE
Christopher Johnson,UNI038832,CE
Janet Murray,UNI038833,ECE
Brandon Harris,UNI038834,CHE
Mr. Joshua Sanchez,UNI038835,ECE
Caitlin Boone,UNI038836,CSE
Cindy Jones,UNI038837,ME
Jodi Davis,UNI038838,ECE
Julie Shaw,UNI038839,PHM
Amy Page,UNI038840,BT
Ryan Chapman,UNI038841,ME
Ashley Banks MD,UNI038842,CSE
Miss Summer Arnold DDS,UNI038843,EE
Terrence Rodriguez,UNI038844,CE
James Bell,UNI038845,CE
Karen Johnson,UNI038846,CE
Jerry Chase,UNI038847,CE
Kevin Ward,UNI038848,CHE
Rodney Patterson,UNI038849,CSE
Kayla Buchanan,UNI038850,CSE
Vincent Richardson,UNI038851,CHE
Michael Rivera,UNI038852,EE
Earl Fry,UNI038853,ME
Jessica French,UNI038854,ECE
Jerry Lewis,UNI038855,CHE
Rodney Little,UNI038856,EE
Alice Marquez,UNI038857,CSE
Raymond Peterson,UNI038858,PHM
Kevin Bishop,UNI038859,CSE
Lisa Nichols DDS,UNI038860,ME
Charles Brown,UNI038861,PHM
Daniel Hickman,UNI038862,PHM
Laura Lutz,UNI038863,CSE
Ronald Brown MD,UNI038864,ECE
Theresa Hill,UNI038865,CSE
Charles Williams,UNI038866,PHM
George Nguyen,UNI038867,CE
Michael Sherman,UNI038868,ME
Jocelyn Kennedy,UNI038869,EE
Jeremy Ramirez,UNI038870,CHE
Kathleen Palmer,UNI038871,CSE
Deborah Bennett,UNI038872,BT
Susan Chambers,UNI038873,EE
Raymond Walker,UNI038874,BT
Heidi Jacobs,UNI038875,BT
Michaela Wagner,UNI038876,CE
Anthony Craig,UNI038877,PHM
Lauren Miller,UNI038878,CSE
Alan Hawkins,UNI038879,ECE
Cynthia Jackson,UNI038880,BT
Linda Hobbs,UNI038881,ME
Emily Stevens,UNI038882,CHE
Kathleen Taylor,UNI038883,ME
Taylor Richardson,UNI038884,CE
Lisa Wallace,UNI038885,BT
Kyle Ruiz,UNI038886,CSE
Glenda Morris,UNI038887,CHE
Kenneth White,UNI038888,CHE
Kimberly Yu,UNI038889,EE
Robert Wilson,UNI038890,ECE
Allen Torres,UNI038891,ME
George Bell,UNI038892,CSE
Chase Decker,UNI038893,CSE
Christina Rush,UNI038894,CE
David Ramsey,UNI038895,EE
Kelly Cole,UNI038896,CHE
William Clark,UNI038897,CSE
Roy Hawkins,UNI038898,PHM
Michaela Taylor,UNI038899,ECE
Frederick Campbell,UNI038900,EE
Susan Campbell,UNI038901,CHE
Steven Solis,UNI038902,EE
Jason Dean,UNI038903,CHE
Mary Hess,UNI038904,BT
Terry Wood,UNI038905,CSE
Benjamin Martinez,UNI038906,EE
James Sawyer,UNI038907,ECE
Taylor Dudley,UNI038908,CSE
Ricardo Doyle,UNI038909,ECE
Robert Taylor,UNI038910,EE
George Flores,UNI038911,ECE
John Ashley,UNI038912,ECE
Jeanette Mcintosh,UNI038913,PHM
Sonya Ferguson,UNI038914,EE
Garrett Lindsey,UNI038915,CSE
David Cole,UNI038916,CSE
Theodore Ferguson,UNI038917,CE
Edgar Moon,UNI038918,CSE
Veronica Hancock,UNI038919,CHE
Tina Copeland,UNI038920,EE
Lisa Stewart,UNI038921,BT
Megan Hurley,UNI038922,CE
Arthur Cunningham,UNI038923,CHE
Michael Sawyer,UNI038924,CHE
Michael Garrett,UNI038925,CE
Joshua Curtis,UNI038926,PHM
Andre Watkins,UNI038927,CHE
Emily Bryant,UNI038928,BT
Shannon Kennedy,UNI038929,CE
Donna Santiago,UNI038930,CSE
Tracy Lane,UNI038931,BT
Nicole Vaughn,UNI038932,ME
Lauren Stewart,UNI038933,BT
Edward Murphy,UNI038934,CHE
Jimmy Cook,UNI038935,CSE
Dwayne Leon,UNI038936,ME
Lisa Thomas,UNI038937,EE
Joshua Norris,UNI038938,CE
David Wood,UNI038939,ME
Dakota Perez,UNI038940,EE
Patrick Garcia,UNI038941,PHM
Destiny Rodriguez,UNI038942,ME
Christian Patterson MD,UNI038943,EE
Dustin Villegas,UNI038944,BT
Angel Stephens,UNI038945,ME
Melissa Shah,UNI038946,ECE
Kristina Randall,UNI038947,ECE
Jonathan Mays,UNI038948,ECE
Brian Peterson,UNI038949,BT
David George,UNI038950,PHM
David Horne DDS,UNI038951,CHE
Teresa Thompson,UNI038952,ME
William Shaffer,UNI038953,CE
Susan Bailey,UNI038954,CSE
April Robinson,UNI038955,EE
Jessica Ortiz,UNI038956,ECE
Jasmine Weber,UNI038957,EE
Dr. Kristina West,UNI038958,ECE
Jacob Knox,UNI038959,EE
Jamie Hoffman,UNI038960,BT
Natasha Burnett,UNI038961,CE
Jill Potter,UNI038962,EE
Stephanie Proctor,UNI038963,CHE
Jessica Garcia,UNI038964,CE
Chris Hernandez,UNI038965,CHE
Michael Hall,UNI038966,CHE
Morgan Sims,UNI038967,ECE
Cassidy Mora,UNI038968,CSE
Ian Grant,UNI038969,ME
Steven Osborne,UNI038970,BT
Karen Ruiz,UNI038971,CE
Patricia Walker,UNI038972,PHM
Gina Chapman,UNI038973,CE
Natasha Yates,UNI038974,CHE
Briana Jones,UNI038975,CE
Joseph Macdonald,UNI038976,PHM
Angela Heath,UNI038977,EE
Arthur Smith,UNI038978,ECE
Betty Marshall,UNI038979,CSE
Isabella Oconnell,UNI038980,EE
Justin Jimenez,UNI038981,PHM
Misty Shaffer,UNI038982,CE
Scott Bruce,UNI038983,CE
Taylor Hamilton,UNI038984,EE
Nicole Hines,UNI038985,PHM
Troy Daniels,UNI038986,CE
Mrs. Yolanda Cruz,UNI038987,EE
Sheryl Carlson,UNI038988,ECE
Daniel Richards,UNI038989,CE
Michael Parker,UNI038990,BT
Jason Chavez,UNI038991,ME
Kim Gibbs,UNI038992,CSE
Jennifer Morales,UNI038993,BT
Kyle Wolfe,UNI038994,EE
David Acevedo,UNI038995,PHM
Kyle Barr,UNI038996,ME
Logan Barry,UNI038997,BT
Cheyenne Howard,UNI038998,PHM
Michael Bailey,UNI038999,CSE
Ashley Gonzalez,UNI039000,CE
Eric Rollins,UNI039001,CE
Jessica Wheeler,UNI039002,BT
Brandon Campbell,UNI039003,CE
Alex Jordan,UNI039004,EE
Brenda Larson,UNI039005,ECE
Michelle Hutchinson,UNI039006,CSE
Bobby Bryant,UNI039007,ME
James Miller,UNI039008,CE
Omar Stewart,UNI039009,BT
Jim Crosby,UNI039010,EE
Joshua Jones,UNI039011,CSE
Craig Griffin,UNI039012,CE
Shane Delgado,UNI039013,PHM
Paul Barrett,UNI039014,EE
Richard Ward,UNI039015,CE
Mary Mata,UNI039016,CHE
Adam Johnson,UNI039017,BT
Rose Miller,UNI039018,CSE
Jonathan Keith,UNI039019,CSE
Mary Burch,UNI039020,CSE
Maureen Melton,UNI039021,CE
Linda Everett,UNI039022,CHE
Stephanie Nunez,UNI039023,ME
Emily Henderson,UNI039024,EE
Dawn Cunningham,UNI039025,EE
Michelle Lucas,UNI039026,ME
Steven Dean,UNI039027,ECE
Jennifer Perry,UNI039028,EE
Sherri Reid,UNI039029,PHM
Gregory Abbott,UNI039030,EE
Sara Walker,UNI039031,BT
Christina Barrett,UNI039032,ME
Thomas Barrett,UNI039033,CSE
Joseph Boyle,UNI039034,ME
Jennifer Jimenez,UNI039035,ECE
David Brown,UNI039036,EE
Steven Jones,UNI039037,ECE
Cynthia Barnes,UNI039038,CE
Christopher Foley,UNI039039,PHM
Mrs. Jill Rodriguez,UNI039040,CHE
James Riley,UNI039041,CHE
Michael Cochran,UNI039042,CSE
Susan Lopez,UNI039043,PHM
Stuart Wade,UNI039044,CE
William Nunez,UNI039045,CE
Jordan Robinson,UNI039046,CE
Matthew Huynh,UNI039047,BT
Mr. Michael Gilbert,UNI039048,EE
Abigail Fisher,UNI039049,CSE
Amber Adams,UNI039050,EE
Gabrielle Warren,UNI039051,PHM
Ashley Williams,UNI039052,EE
Andrew Anderson,UNI039053,BT
David Jackson,UNI039054,BT
Hunter Villa,UNI039055,ME
Douglas Diaz,UNI039056,ECE
Donald Freeman,UNI039057,CSE
Melissa White,UNI039058,ECE
Bradley Lee,UNI039059,ECE
Megan Hall,UNI039060,EE
Crystal Schwartz,UNI039061,PHM
James Stone,UNI039062,ME
David Moss,UNI039063,ECE
Lisa Anderson,UNI039064,PHM
Joshua Frazier,UNI039065,CHE
Joseph Campbell,UNI039066,ECE
Janet Barber,UNI039067,ME
Kimberly Allen,UNI039068,ME
Mark Peterson,UNI039069,CE
Larry Harrington,UNI039070,CHE
Brendan Morales,UNI039071,CE
Heather Walker,UNI039072,ECE
Stephanie Perkins,UNI039073,CHE
Terry Park,UNI039074,PHM
Alexandria Martin,UNI039075,PHM
Vincent Howell,UNI039076,ME
Donald Dillon,UNI039077,CE
Ryan Johnson,UNI039078,CSE
Daniel Stanton,UNI039079,CE
James Cruz,UNI039080,BT
Mariah Hall,UNI039081,ECE
John Griffin,UNI039082,BT
James Porter,UNI039083,EE
William Griffin,UNI039084,CE
Angela Turner,UNI039085,BT
Henry Roach,UNI039086,BT
Julie Peck,UNI039087,EE
Megan Smith,UNI039088,CE
Tammy Woodard,UNI039089,ME
Marie Cook,UNI039090,PHM
Karen Key,UNI039091,EE
Rachel Reynolds,UNI039092,EE
Jeff Schmidt,UNI039093,PHM
Shawn Costa,UNI039094,ECE
Rose Daniel,UNI039095,EE
Anthony Boyer,UNI039096,ME
Kathleen Wilson,UNI039097,PHM
Michael Drake,UNI039098,BT
Bailey Robbins,UNI039099,CSE
Maria Best,UNI039100,CHE
Michael Austin,UNI039101,EE
Robert Myers,UNI039102,CSE
Aaron Mitchell MD,UNI039103,CHE
Carolyn Aguilar,UNI039104,BT
Tamara Franklin,UNI039105,CSE
Crystal Calderon,UNI039106,CSE
Kristina Manning,UNI039107,ECE
Scott White,UNI039108,CE
Robert Mason,UNI039109,BT
Hannah Johnson,UNI039110,CSE
Jaime Martinez MD,UNI039111,CSE
Michael Mueller,UNI039112,ME
William Patterson,UNI039113,CE
Susan Thompson,UNI039114,BT
Elizabeth Jarvis,UNI039115,ECE
Alexis Goodman,UNI039116,PHM
Frank Krueger,UNI039117,ECE
Kelly Drake,UNI039118,BT
Lawrence Rosario,UNI039119,EE
David Wright,UNI039120,ECE
Jeffery Moody,UNI039121,EE
Robert Mitchell,UNI039122,CHE
Thomas Burgess,UNI039123,CHE
Brian Walter,UNI039124,BT
Robert Nelson,UNI039125,CSE
Doris Gray,UNI039126,CE
Dr. Sean White,UNI039127,PHM
Mr. Charles Jones,UNI039128,PHM
Elizabeth Hawkins,UNI039129,CHE
Karen Jackson,UNI039130,BT
Vanessa Kerr,UNI039131,CSE
Rachel Smith,UNI039132,CSE
Teresa Hurst,UNI039133,CHE
Julie Rodriguez DDS,UNI039134,CHE
Katrina Daniels,UNI039135,EE
Robert Walter,UNI039136,ME
Mrs. Alicia Munoz,UNI039137,ME
Margaret Coleman,UNI039138,CE
Steven Reynolds,UNI039139,CE
Alexandra Maldonado,UNI039140,EE
Jacob Stein,UNI039141,CHE
Matthew Hancock,UNI039142,PHM
Jeff Hayes,UNI039143,PHM
Angela Butler,UNI039144,PHM
Miss Lauren Hubbard,UNI039145,CHE
John Hull,UNI039146,CE
Kenneth Williams,UNI039147,CE
Bill Mccoy,UNI039148,CHE
James Mccormick,UNI039149,CSE
Teresa Mills,UNI039150,ECE
Robin Mueller,UNI039151,CHE
Brooke Cooke,UNI039152,EE
Cody Salazar,UNI039153,ECE
Veronica Everett,UNI039154,CHE
Gloria Thompson,UNI039155,ECE
Charles Simon,UNI039156,CHE
Cynthia Forbes,UNI039157,CSE
Brian Morris,UNI039158,CHE
Brittney Bailey,UNI039159,CE
Jennifer Wallace,UNI039160,ECE
Amanda Russell,UNI039161,EE
Jackie Mcdowell,UNI039162,ME
Jaime Jackson,UNI039163,CE
Jennifer Williams,UNI039164,EE
John Hooper,UNI039165,CE
Donald Ball,UNI039166,ME
Derek Gallagher,UNI039167,ECE
Paul Myers,UNI039168,PHM
Gloria Cooper DDS,UNI039169,CHE
Christine King,UNI039170,CHE
Leroy Walters,UNI039171,ME
Anna Hart,UNI039172,ME
Savannah Payne,UNI039173,CSE
Michael Simmons Jr.,UNI039174,CHE
Austin Owen,UNI039175,CSE
Lori Payne,UNI039176,CSE
Michael Wiley,UNI039177,ME
Erin Sanders,UNI039178,EE
Laura Bates,UNI039179,CE
Valerie Larson,UNI039180,EE
Angela Hudson,UNI039181,CE
Michael Conner,UNI039182,CE
Joshua Pierce,UNI039183,BT
Jennifer Mason,UNI039184,PHM
Sandra Lloyd,UNI039185,EE
Michael Wyatt,UNI039186,BT
Kevin Joseph,UNI039187,PHM
Johnny Kelley,UNI039188,CSE
Jacqueline Foster,UNI039189,PHM
Kathryn Hoffman,UNI039190,CHE
William Potter,UNI039191,ME
Vanessa Brown,UNI039192,ME
Dana Rice,UNI039193,CSE
Brian Ruiz,UNI039194,ME
Christopher Cervantes,UNI039195,ECE
Juan Edwards,UNI039196,PHM
Eric Barry,UNI039197,BT
Brian Cook,UNI039198,BT
Jacob Carney,UNI039199,ECE
Sara Sims,UNI039200,EE
Robert Braun,UNI039201,EE
Catherine Barrett,UNI039202,CSE
Ashley Thomas,UNI039203,EE
Melissa Moody,UNI039204,ECE
James Case,UNI039205,CE
Leonard Jones,UNI039206,CE
Jennifer Wyatt,UNI039207,PHM
Abigail Walsh,UNI039208,PHM
Megan Reed,UNI039209,EE
Wanda Nguyen,UNI039210,ME
David Paul,UNI039211,CE
Amanda Knight,UNI039212,CHE
Michelle Spears,UNI039213,ME
Kenneth Jones,UNI039214,CE
Matthew Lopez,UNI039215,BT
Tina Pham,UNI039216,BT
Monica Johnson,UNI039217,EE
Jessica Cruz,UNI039218,CE
Richard Diaz,UNI039219,PHM
Walter Cox,UNI039220,CE
Jennifer Wallace,UNI039221,PHM
Christopher Drake,UNI039222,ECE
Tonya Galloway,UNI039223,BT
Johnny Roberts,UNI039224,BT
Andrew Valencia,UNI039225,CE
Elizabeth Elliott,UNI039226,CHE
Savannah Callahan,UNI039227,CSE
Crystal Crawford,UNI039228,CHE
Matthew Martin,UNI039229,EE
Joseph Romero,UNI039230,PHM
